"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136"
"MORF_PRKACA","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PRKACA",4880,518,136,111,1,0.00900900900900901,0.958155246616665,1,"ABCC8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PRKAG1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PRKAG1",4880,518,136,219,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PRKAR1A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PRKAR1A",4880,518,136,142,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PRKCA","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PRKCA",4880,518,136,183,9,0.0491803278688525,0.0681889738243074,1,"GABRB2","STAC","CAMK4","SULT4A1","CPEB3","LDB3","CDR1","SGCD","NTNG2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PTEN","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PTEN",4880,518,136,85,4,0.0470588235294118,0.211692590175888,1,"CPEB3","FRY","SULT4A1","NTNG2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PTPN11","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PTPN11",4880,518,136,108,1,0.00925925925925926,0.954362688935453,1,"CDK4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PTPN9","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PTPN9",4880,518,136,61,3,0.0491803278688525,0.2410730544911,1,"PCBP3","TUB","PAIP2B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PTPRB","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PTPRB",4880,518,136,257,15,0.0583657587548638,0.00488468301196776,1,"STAC","FRY","CAMK4","SULT4A1","RGS7","CPEB3","CALN1","CDR1","SGCD","NTNG2","MEOX2","ABCC8","GABRB2","LDB3","NRXN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_PTPRR","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_PTPRR",4880,518,136,103,4,0.0388349514563107,0.322962570668724,1,"STAC","CALN1","LDB3","CDH8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAB11A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAB11A",4880,518,136,59,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAB1A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAB1A",4880,518,136,194,1,0.00515463917525773,0.996288586456044,1,"SEC61G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAB3A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAB3A",4880,518,136,89,6,0.0674157303370786,0.0369273468389491,1,"KCNH1","FSTL4","ATRNL1","MYH7","HIPK2","OPHN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAB5A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAB5A",4880,518,136,97,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAB6A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAB6A",4880,518,136,67,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAC1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAC1",4880,518,136,211,1,0.004739336492891,0.997752412473693,1,"SEC61G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAF1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAF1",4880,518,136,110,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAGE","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAGE",4880,518,136,148,5,0.0337837837837838,0.39610409477482,1,"TUB","NTSR2","PCBP3","PAIP2B","SLC6A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAN","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAN",4880,518,136,268,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RAP1A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RAP1A",4880,518,136,139,1,0.00719424460431655,0.981430254289357,1,"IPCEF1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RBBP8","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RBBP8",4880,518,136,213,6,0.028169014084507,0.549491756241067,1,"IPCEF1","PAIP2B","AFF2","PCBP3","SEZ6L","SLC6A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RBM8A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RBM8A",4880,518,136,85,4,0.0470588235294118,0.211692590175888,1,"PCBP3","TUB","NTSR2","HTR2A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_REV3L","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_REV3L",4880,518,136,57,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_RUNX1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_RUNX1",4880,518,136,150,5,0.0333333333333333,0.407292532168513,1,"SULT4A1","IPCEF1","NOS2","SEZ6L","AFF2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SART1","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SART1",4880,518,136,63,1,0.0158730158730159,0.83341348540007,1,"CLIC1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SKP1A","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SKP1A",4880,518,136,202,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SNRP70","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SNRP70",4880,518,136,61,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_SS18","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_SS18",4880,518,136,61,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_THPO","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_THPO",4880,518,136,129,6,0.0465116279069767,0.149793857800476,1,"CAMK4","CALN1","LDB3","CDR1","CDH8","NTNG2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_THRA","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_THRA",4880,518,136,54,5,0.0925925925925926,0.0165410137901623,1,"CAMK4","PSD","SULT4A1","SLC17A7","ATP8A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORF_TNFRSF25","http://www.broadinstitute.org/gsea/msigdb/cards/MORF_TNFRSF25",4880,518,136,268,11,0.041044776119403,0.125887748931209,1,"RIMS2","SULT4A1","IPCEF1","NOS2","AFF2","PCBP3","DGCR9","SEZ6L","PSD","SLC17A7","ATP8A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
